Ln,Part,Description,Due Date,Qty,Amount,Unit Price,Extended Price,Order Date,Grand Total,PO
2,Y026323,Y026323 [CYLINDER RETAINER],,,0,1.00,235.00,05/14/2018,390.0,00043058
1,Y006291,Y006291 [SPROCKET] DATE,12/29/2023,1.00,0,0.00,395.00,11/22/2023,395.0,00129295
1,S576705,S576705 [NUT FOR CLAMP M72X2 105MM X 23MM],6/25/2025,1.00,0,0.00,355.00,05/21/2025,355.0,00154256
1,Y047672,Y047672 [TIP DC800JM-S],,1.00,0,0.00,73.00,10/02/2020,2398.0,00083297
2,Y047350,Y047350 [PISTON ROD],,1.00,0,0.00,1075.00,10/02/2020,2398.0,00083297
3,N033940,N033940 [CYLINDER],,1.00,0,0.00,1250.00,10/02/2020,2398.0,00083297
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY] DATE,8/25/2023,1.00,0,0.00,405.00,07/26/2023,405.0,00123747
1,N045379,N045379 [PIPING JOINT] DATE,3/11/2019,1.00,0,0.00,365.00,02/11/2019,365.0,00057165
1,478R1001,478R1001[LINK] DATE,4/20/2022,2.00,0,0.00,390.00,03/16/2022,780.0,00104267
1,Y021405,Y021405 [BUSHING],,2.00,0,0.00,560.00,12/17/2019,7040.0,00071834
2,6R893601,6R893601[POPPET],,1.00,0,0.00,2150.00,12/17/2019,7040.0,00071834
3,Y012556,Y012556 [GUIDE],,1.00,0,0.00,1525.00,12/17/2019,7040.0,00071834
4,N066875,N066875[ BUSHING],,1.00,0,0.00,2245.00,12/17/2019,7040.0,00071834
1,9W4210G02,9W4210G02 [COOLING PIPE] *DELIVERY; 3 WEEKS OR SOONER,8/10/2017,2.00,0,0.00,335.00,07/24/2017,670.0,00026978
1,6W511801,6W511801 [TURN ARRESTER DC350JMS] QUOTE: 10806 DELIVERY: 4 WEEKS FROM PO DATE,2/22/2019,10.00,0,0.00,55.00,01/25/2019,550.0,00056247
1,9X5163G01,9X5163G01 [COOLING PIPE ASSEMBLY] * DATE**,1/16/2018,2.00,0,0.00,365.00,12/18/2017,730.0,00035051
1,N06709G01,N06709G01 [COOLING PIPE] DATE,1/10/2023,4.00,0,0.00,550.00,11/29/2022,2200.0,00113900
1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T] QUOTE: 11930 DATE,3/1/2021,6.00,0,0.00,47.50,01/20/2021,285.0,00087807
1,Y157511,Y157511 [EJECTOR ROD] DATE,6/25/2019,3.00,0,0.00,875.00,05/28/2019,2625.0,00062135
1,9W4210G02,9W4210G02 [COOLING PIPE] *QUOTE; 3 WEEKS FROM PO DATE OR SOONER,10/13/2017,1.00,0,0.00,335.00,09/13/2017,335.0,00030115
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] DATE,7/25/2023,4.00,0,0.00,390.00,06/20/2023,1560.0,00122277
1,N064799,N064799 [SHAFT] UPON PO RECEIPT,4/1/2024,3.00,0,0.00,950.00,02/16/2024,2850.0,00133193
1,Y049502,Y049502 [FLANGED BUSHING] * DATE**,1/12/2018,1.00,0,0.00,1900.00,11/28/2017,1900.0,00033839
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] DATE,4/5/2021,2.00,0,0.00,275.00,02/23/2021,550.0,00089369
1,625W1701,625W1701 [LINK PIN BUSHING] *DELIVERY; 6 WEEKS FROM PO DATE,7/2/2018,8.00,0,0.00,495.00,05/21/2018,3960.0,00043460
1,N036470,N036470[GUIDE],,2020,0,1.00,0.00,02/25/2020,6270.0,00074596
2,N036471,N036471[PISTON ROD],,2020,0,1.00,0.00,02/25/2020,6270.0,00074596
3,N036472,N036472[POPPET],,2020,0,1.00,0.00,02/25/2020,6270.0,00074596
4,H313389,H313389[SEAT],,2020,0,1.00,0.00,02/25/2020,6270.0,00074596
1,Y080798,Y080798 [DOOR ROLLER] DATE,12/6/2024,8.00,0,0.00,290.00,10/30/2024,2320.0,00145039
1,N116120,N116120 [SEAL CASE] DATE,8/30/2024,1.00,0,0.00,865.00,07/25/2024,865.0,00140627
1,9X976004,9X976004 [ROD JOI,,2.00,0,0.00,385.00,04/22/2021,1499.0,00092007
2,4T448101,4T448101 [FEMALE,,4.00,0,0.00,44.00,04/22/2021,1499.0,00092007
3,614W1801,614W1801 [P SQUA,,1.00,0,0.00,30.00,04/22/2021,1499.0,00092007
4,Y052733,Y052733 [SPACER],,1.00,0,0.00,185.00,04/22/2021,1499.0,00092007
5,Y052734,Y052734 [CASE],,1.00,0,0.00,175.00,04/22/2021,1499.0,00092007
6,Y067485,Y067485 [SPACER],,1.00,0,0.00,100.00,04/22/2021,1499.0,00092007
7,4T123401,4T123401 [LADLE PI,,1.00,0,0.00,63.00,04/22/2021,1499.0,00092007
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY] *DELIVERY 5 WEEKS FROM PO DATE,5/3/2022,1.00,0,0.00,405.00,03/29/2022,405.0,00104717
1,4T123401,4T123401 [LADLE PIN] DATE,4/3/2020,1.00,0,0.00,63.00,03/10/2020,63.0,00075105
1,695T7101,695T7101 [LEFT TURN BUCKLE] DATE,7/31/2018,1.00,0,0.00,59.00,07/10/2018,59.0,00045978
1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS] *DELIVERY; 4 WEEKS FROM PO DATE,5/16/2019,2.00,0,0.00,515.00,04/18/2019,1030.0,00060520
1,647W6502,647W6502 [SLIDE PLATE DC650CL* 1995~] *DELIVERY; 4 WEEKS FROM PO DATE,10/25/2018,2.00,0,0.00,420.00,09/27/2018,840.0,00050391
1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)] DATE,6/6/2018,2.00,0,0.00,330.00,05/09/2018,660.0,00042795
1,656T6002,656T6002 [CYLINDER JOINT] DATE,2/21/2025,1.00,0,0.00,250.00,01/13/2025,250.0,00147821
1,Y090189,[PLUNGER ROD] *DELIVERY - URGENT - NEED TODAY - 8/21/19,8/21/2019,1.00,0,0.00,1375.00,08/21/2019,1375.0,00066145
1,8X20BS,8X20BS [BRASS SCREWS] DATE,10/4/2018,24.00,0,0.00,2.50,09/27/2018,60.0,00050390
1,N066880,N066880 [PISTON ROD C2G16 DC1650CS-2] DATE,8/26/2024,1.00,0,0.00,695.00,07/15/2024,695.0,00140197
1,613T0701,613T0701 [BUSHING] DATE,9/18/2019,1.00,0,0.00,390.00,08/21/2019,390.0,00066150
1,Y047350,Y047350 [PISTON ROD] DATE,11/28/2019,1.00,0,0.00,1075.00,10/24/2019,1075.0,00069505
1,609T6501,609T6501 [GLAND PACKING] SOONER FROM PO DATE,9/7/2018,1.00,0,0.00,425.00,08/10/2018,425.0,00047808
1,Y027627,Y027627 [SLIDE,,2018,0,2.00,2500.00,07/10/2018,2890.0,00045979
2,695T7002,695T7002 [LEFT,,2018,0,1.00,390.00,07/10/2018,2890.0,00045979
1,N090092,N090092 [ EJECTOR ROD],,1.00,0,0.00,1575.00,11/10/2022,2175.0,00113281
2,492V7801,492V7801 [BUSHING],,1.00,0,0.00,75.00,11/10/2022,2175.0,00113281
3,Y029537,Y029537 [EJECTOR BUSHING],,1.00,0,0.00,525.00,11/10/2022,2175.0,00113281
1,6S331501,6S331501 [BEARING STOPPER] DATE,1/12/2023,2.00,0,0.00,175.00,12/08/2022,350.0,00114288
1,6R893601,6R893601[POPPET] DATE,10/11/2024,2.00,0,0.00,2295.00,08/27/2024,4590.0,00142025
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY] DATE,6/20/2022,1.00,0,0.00,405.00,05/16/2022,405.0,00106667
1,8X24-DOWEL,8X24-DOWEL [PULL O,,8.00,0,0.00,3.25,09/08/2025,2346.0,00159363
2,N090479,N090479[WELDMENT,,1.00,0,0.00,1395.00,09/08/2025,2346.0,00159363
3,N092806,N092806[WELDMENT,,1.00,0,0.00,925.00,09/08/2025,2346.0,00159363
1,647S0401,647S0401 [SHAFT SPACER],6/3/2022,2.00,0,0.00,25.00,05/03/2022,50.0,00106115
1,9X924605,9X924605 [TIE BAR BUSHING DC650JMS] THE LATEST,2/6/2019,8.00,0,0.00,875.00,02/04/2019,7000.0,00056736
1,9X924605,9X924605 [TIE BAR BUSHING DC650JMS] DATE,10/24/2018,6.00,0,0.00,825.00,09/26/2018,4950.0,00050347
1,TKM0053,TKM0053 [LINK PIN 1 FOR ECN ECNII 220 240] TKM0053 [LINK PIN 1 FOR ECN ECNII 220 240],12/23/2022,1.00,0,0.00,625.00,11/16/2022,625.0,00113530
1,N066875,N066875[ BUSHING],,,0,1.00,2245.00,05/17/2018,3650.0,00043307
2,N066878,N066878 [PISTON ROD C2G16],,,0,1.00,1405.00,05/17/2018,3650.0,00043307
1,Y026063,Y026063 [ COVER ] DATE,4/6/2021,1.00,0,0.00,45.00,02/23/2021,45.0,00089368
1,N089679,N089679 [BUSHING] DELIVERY: 6 WEEKS FROM PO DATE,12/12/2019,2.00,0,0.00,6295.00,11/08/2019,12590.0,00069788
1,6R670801,6R670801[SPROCKET],,2018,0,1.00,0.00,03/27/2018,1044.0,00040381
2,6R671201,6R671201[SPROCKET],,2018,0,1.00,0.00,03/27/2018,1044.0,00040381
3,6R671501,6R671501[SPROCKET],,2018,0,2.00,0.00,03/27/2018,1044.0,00040381
1,Y006502,Y006502 [SPACER],,1.00,0,0.00,105.00,01/12/2018,1134.0,00036217
2,Y006291,Y006291 [SPROCKET],,1.00,0,0.00,365.00,01/12/2018,1134.0,00036217
3,Y006298,Y006298 [BEACASE],,2.00,0,0.00,295.00,01/12/2018,1134.0,00036217
4,Y006501,Y006501 [SPACER],,1.00,0,0.00,74.00,01/12/2018,1134.0,00036217
1,HKF1010,HKF1010[HOPPER BLOCK EC45NII EC65NII i1] DATE,11/1/2023,1.00,0,0.00,1395.00,10/03/2023,1395.0,00126776
1,6T513701,6T513701 [FLANGED BUSHING] DATE,1/10/2023,4.00,0,0.00,945.00,11/29/2022,3780.0,00113901
1,LFB-5060,LFB-5060 [BUSHING TMJ 728A65060],11/11/2024,2.00,0,0.00,110.00,10/07/2024,220.0,00143850
1,Y132909,Y132909 [DOOR ROLLER] DATE,9/21/2023,11.00,0,0.00,225.00,09/06/2023,2475.0,00125525
1,Y095822,Y095822 [SHAFT] DATE,6/7/2019,1.00,0,0.00,695.00,05/10/2019,695.0,00061415
1,Y026322,Y026322 [CYLINDER JOINT] DATE,4/13/2023,1.00,0,0.00,155.00,03/08/2023,155.0,00117597
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],9/6/2019,4.00,0,0.00,365.00,08/09/2019,1460.0,00065667
1,Y006291,Y006291 [SPROCKET],,2.00,0,0.00,395.00,05/06/2024,1610.0,00137135
2,Y006502,Y006502 [SPACER],,3.00,0,0.00,120.00,05/06/2024,1610.0,00137135
4,Y090016,Y090016 [GUIDE],,1.00,0,0.00,460.00,05/06/2024,1610.0,00137135
1,N066877,N066877 [INJECTION BUSHING] QUOTE: 10396 DATE,2/22/2019,2.00,0,0.00,2145.00,01/25/2019,4290.0,00056246
1,640R4901,640R4901 [SHAFT] DATE,7/19/2023,1.00,0,0.00,815.00,06/13/2023,815.0,00121970
1,Tools - Service 10/1,4/2024,,,0,2.00,720.00,09/09/2024,720.0,00142569
1,TKM0005,TKM0005 [IDLER SHAFT EC220N] DATE,5/28/2024,1.00,0,0.00,275.00,04/22/2024,275.0,00136377
1,Y006298,Y006298 [BEACASE],,,0,2.00,590.00,06/24/2019,695.0,00063376
2,Y006502,Y006502 [SPACER],,,0,1.00,105.00,06/24/2019,695.0,00063376
1,603S8303,603S8303 [JOINT FOR SPRAYER DC500JMS] DATE,6/10/2024,1.00,0,0.00,320.00,05/03/2024,320.0,00137055
1,S486145,S486145 [TIE BAR NUT ISGS610] S486145 [TIE BAR NUT ISGS610],5/1/2023,4.00,0,0.00,795.00,03/16/2023,3180.0,00116925
1,647W6503,647W6503 [SLIDE PLATE ] 5/7/,,2019,0,2.00,780.00,04/09/2019,2460.0,00060119
2,647W6502,647W6502 [SLIDE PLATE 5/7/,,2019,0,4.00,1680.00,04/09/2019,2460.0,00060119
1,S536630,S536630 [INJECTION GUIDE ROD FOR ISG I59] S536630 [INJECTION GUIDE ROD FOR ISG I59],9/21/2022,2.00,0,0.00,1395.00,08/24/2022,2.0,00110415
1,637R3501,637R3501 [SPROCKET],,2021,0,2.00,0.00,08/04/2021,515.0,00096102
2,695R1601,695R1601 [LOCK NUT],,2.00,0,0.00,47.50,08/04/2021,515.0,00096102
3,611V6701,611V6701 [SAME AS Y102648,,2021,0,2.00,0.00,08/04/2021,515.0,00096102
1,Y003999,Y003999 [SPROCKET],,4.00,0,0.00,135.00,08/05/2024,1470.0,00141128
2,Y078747,Y078747 [STOPPER],,2.00,0,0.00,290.00,08/05/2024,1470.0,00141128
3,Y078748,Y078748 [NUT],,2.00,0,0.00,50.00,08/05/2024,1470.0,00141128
4,Y078749,Y078749 [BUSHING],,2.00,0,0.00,125.00,08/05/2024,1470.0,00141128
1,Y006969,Y006969 [SHAFT FOR NUT CLAMP],10/13/2023,2.00,0,0.00,785.00,10/12/2023,1570.0,00127285
1,N033940,N033940 [CYLINDER] *DELIVERY; 5 WEEKS FROM PO DATE,5/25/2018,1.00,0,0.00,1250.00,04/19/2018,1250.0,00041672
1,N095900,N095900 [EJECTOR ARM] DATE,11/26/2019,1.00,0,0.00,815.00,10/29/2019,815.0,00069698
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],11/28/2022,2.00,0,0.00,405.00,10/24/2022,810.0,00112558
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY] 9W4210G04 [COOLING PIPE ASSY] ** QUOTE: 10709 DELIVERY: 4 WEEKS FROM PO DATE**,2/2/2018,2.00,0,0.00,355.00,01/04/2018,710.0,00035695
1,N02477G03,N02477G03 [GUIDE SHAFT] DATE,6/30/2023,4.00,0,0.00,1550.00,05/25/2023,6200.0,00121186
1,L708101,L708101 [TIE BAR FOR ISGS 610 3258 X 145MM] PO DATE,8/8/2025,1.00,0,0.00,8450.00,05/28/2025,8450.0,00154519
1,609T6503,609T6503 [GLAND PACKING] DATE,6/24/2022,1.00,0,0.00,415.00,05/20/2022,415.0,00106908
1,Y089908,Y089908 [LADLE PIN] DATE,5/14/2019,3.00,0,0.00,100.00,04/16/2019,300.0,00060441
1,TMR0035,"TMR0035 [SPLIT COLLAR ECSX U5 17A 17B] MONDAY, SEPTEMBER 16, 2024",10/28/2024,1.00,0,0.00,550.00,09/13/2024,550.0,00142838
1,4T122501,4T122501 [RIGHT SCREW BOLT] SOONER,8/21/2017,1.00,0,0.00,45.00,07/25/2017,45.0,00027078
1,9W4210G04,9W4210G04 [COOLING PIPE,,1.00,0,0.00,425.00,08/29/2023,1565.0,00125135
2,9X5163G02,9X5163G02 [COOLING PIPE ASSY],,1.00,0,0.00,415.00,08/29/2023,1565.0,00125135
3,Y069318,Y069318 [PLUNGER ROD],,1.00,0,0.00,725.00,08/29/2023,1565.0,00125135
1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)] *DELIVERY; 4 WEEKS FROM PO DATE,7/24/2019,2.00,0,0.00,330.00,06/26/2019,660.0,00063612
1,382S4906,382S4906 [STOPPER] *DELIVERY; 4 WEEKS FROM PO DATE,9/4/2019,1.00,0,0.00,455.00,08/07/2019,455.0,00065505
1,9W331301,9W331301 [COVER FOR DC500J- 6/5/,,2017,0,1.00,325.00,05/08/2017,740.0,00022896
2,Y028068,Y028068 [STOPPER 6/5/,,2017,0,1.00,415.00,05/08/2017,740.0,00022896
1,9X979601,9X979601[SHOT ARM,,,0,3.00,2445.00,10/05/2017,2720.0,00031140
2,637R4101,637R4101 [BUSHING],,,0,1.00,275.00,10/05/2017,2720.0,00031140
1,Y006291,Y006291 [SPROCKET],,2024,0,1.00,0.00,05/30/2024,1165.0,00138170
2,Y006298,Y006298 [BEACASE],,2024,0,2.00,0.00,05/30/2024,1165.0,00138170
3,Y006502,Y006502 [SPACER],,2024,0,1.00,0.00,05/30/2024,1165.0,00138170
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] 647W5603 [SLIDE PLATE FOR DC350J],7/27/2018,4.00,0,0.00,250.00,07/06/2018,1000.0,00045819
1,Y118308,Y118308 [RAIL],,,0,6.00,3150.00,10/16/2017,9750.0,00031626
2,Y115499,Y115499 [ROLLER],,,0,24.00,6600.00,10/16/2017,9750.0,00031626
1,N045969,N045969[POPPET] DATE,11/14/2022,2.00,0,0.00,1575.00,10/10/2022,3150.0,00112000
1,9W4210G02,9W4210G02 [COOLING PIPE] * DATE**,2/14/2018,2.00,0,0.00,335.00,01/23/2018,670.0,00036808
1,N062738,N062738 [SLEEVE] SOONER,9/11/2017,1.00,0,0.00,3300.00,08/07/2017,3300.0,00027905
1,Y020020,Y020020 [SHAFT] DATE,8/6/2019,1.00,0,0.00,405.00,07/23/2019,405.0,00064828
1,3T987501,3T987501[30mm Long],,2019,0,2.00,0.00,05/30/2019,3710.0,00062281
2,408S4503,408S4503 [ HAND ],,2019,0,2.00,0.00,05/30/2019,3710.0,00062281
3,408S4504,408S4504 [HAND],,2019,0,2.00,0.00,05/30/2019,3710.0,00062281
1,S605148,S605148 [COLLAR FOR ISGN 10B] S605148 [COLLAR FOR ISGN 10B],5/2/2023,1.00,0,0.00,205.00,03/28/2023,205.0,00118539
1,N01160G02,N01160G02 [COOLING PIPE] DATE,6/5/2024,4.00,0,0.00,545.00,04/30/2024,2180.0,00136834
1,4T123801,4T123801 [LEFT SCREW NUT] DATE,2/8/2023,6.00,0,0.00,7.50,01/04/2023,45.0,00115035
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] DATE,5/23/2022,4.00,0,0.00,375.00,04/13/2022,1500.0,00105226
1,647W6503,647W6503 [SLIDE PLATE ] DATE,12/21/2022,2.00,0,0.00,425.00,11/11/2022,850.0,00113320
1,9W331104,9W331104 [GUIDE SHAFT DBS500~800MS] DATE,4/6/2022,1.00,0,0.00,2200.00,03/02/2022,2200.0,00103655
1,N082493,N082493[ BRACKET] DATE,10/24/2025,1.00,0,0.00,3700.00,09/04/2025,3700.0,00159229
1,8X20BS,8X20BS [BRASS SCREWS] DELIVERY: 1 WEEK FROM PO DATE,1/18/2019,12.00,0,0.00,2.50,01/09/2019,30.0,00055361
1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS] DATE,2/9/2024,2.00,0,0.00,1475.00,01/11/2024,2950.0,00131195
1,Y042157,Y042157 [CROSS HEAD BUSHING] DATE,5/23/2025,6.00,0,0.00,495.00,04/15/2025,2970.0,00152368
1,Y012763,Y012763 [NUT FOR EJECTOR],,,0,2.00,2500.00,07/02/2018,7750.0,00045600
2,3W543601,3W543601 [EJECTOR ROD],,,0,2.00,5250.00,07/02/2018,7750.0,00045600
1,Y121885,Y121885 [LOCK PLATE],,,0,1.00,115.00,05/16/2018,3640.0,00043259
2,N066015,N066015 [FLANGED BUSHING],,,0,1.00,3525.00,05/16/2018,3640.0,00043259
1,647S0601,647S0601 [SPACER] DATE,8/20/2020,2.00,0,0.00,25.00,07/16/2020,50.0,00080212
1,TMR0008,[LINK PIN 1 EC390SX ONLY] DATE,3/21/2025,4.00,0,0.00,880.00,02/05/2025,3520.0,00149006
1,8X20BS,8X20BS [BRASS SCREWS] DATE,12/31/2020,24.00,0,0.00,2.75,11/19/2020,66.0,00085418
1,685R1101,685R1101 [SUPPORT] * DATE**,4/12/2018,3.00,0,0.00,148.00,03/21/2018,444.0,00040022
1,Y059902,Y059902 [SUPPORTING BLOCK] DATE,10/2/2018,1.00,0,0.00,275.00,08/21/2018,275.0,00048318
1,Y006502,Y006502 [SPACER],,1.00,0,0.00,105.00,09/12/2019,1789.25,00067310
2,Y006298,Y006298 [BEACASE],,2.00,0,0.00,295.00,09/12/2019,1789.25,00067310
3,Y006501,Y006501 [SPACER],,1.00,0,0.00,74.00,09/12/2019,1789.25,00067310
4,637R3601,637R3601 [SHAFT],,1.00,0,0.00,775.00,09/12/2019,1789.25,00067310
5,611V6701,611V6701 [ELECTRODE PROBE],,3.00,0,0.00,81.75,09/12/2019,1789.25,00067310
1,3W543601,3W543601 [EJECTOR ROD],,2.00,0,0.00,2795.00,05/30/2024,11080.0,00138166
2,Y012763,Y012763 [NUT FOR EJECTOR],,2.00,0,0.00,1395.00,05/30/2024,11080.0,00138166
3,478R7201,478R7201[BUSHING],,4.00,0,0.00,675.00,05/30/2024,11080.0,00138166
1,N064799,N064799 [SHAFT] DATE,7/15/2024,4.00,0,0.00,865.00,05/30/2024,3460.0,00138172
1,655S3602,655S3602 [BLOCK] DATE,1/31/2019,1.00,0,0.00,345.00,12/27/2018,345.0,00054916
1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS] DATE,4/18/2019,2.00,0,0.00,515.00,03/14/2019,1030.0,00058876
1,647W6503,647W6503 [SLIDE PLATE ] DATE,7/20/2020,6.00,0,0.00,390.00,06/08/2020,2340.0,00078797
1,9X814804,9X814804 [SHAFT],,1.00,0,0.00,345.00,08/17/2020,2090.0,00081326
2,680V6801,680V6801 [SHAFT],,1.00,0,0.00,550.00,08/17/2020,2090.0,00081326
3,477S4601,477S4601[SHAFT],,2.00,0,0.00,425.00,08/17/2020,2090.0,00081326
4,9X814703,9X814703 [SHAFT],,1.00,0,0.00,345.00,08/17/2020,2090.0,00081326
1,16X55,16X55 [BOLT] DATE,11/25/2022,8.00,0,0.00,5.00,11/18/2022,40.0,00113650
1,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT] DATE,2/28/2025,2.00,0,0.00,2225.00,01/17/2025,4450.0,00148132
1,Y055512,Y055512 [EJECTOR ROD],,4.00,0,0.00,690.00,02/13/2018,4185.0,00037916
2,Y047349,Y047349 [CYLINDER HEAD],,1.00,0,0.00,350.00,02/13/2018,4185.0,00037916
3,Y047350,Y047350 [PISTON ROD],,1.00,0,0.00,1075.00,02/13/2018,4185.0,00037916
1,N090092,N090092 [ EJECTOR ROD],,1.00,0,0.00,1575.00,01/16/2024,3875.0,00131426
2,613T0701,613T0701 [BUSHING],,1.00,0,0.00,425.00,01/16/2024,3875.0,00131426
3,H323581,H323581 [INJECTION BUSHING],,1.00,0,0.00,1875.00,01/16/2024,3875.0,00131426
1,624T0004,624T0004 [SPACER] *DELIVERY; 5 WEEKS FROM PO DATE,6/15/2022,1.00,0,0.00,185.00,06/15/2022,185.0,00107816
1,N066015,N066015 [FLANGED BUSHING] DATE,3/22/2024,1.00,0,0.00,3875.00,02/07/2024,3875.0,00132675
1,Y052727,Y052727 [SPROCKET] DATE,11/29/2021,2.00,0,0.00,475.00,10/19/2021,950.0,00098850
1,N048865,N048865 [INJECTION BUSHING] DATE,11/21/2022,2.00,0,0.00,875.00,10/06/2022,1750.0,00111906
1,S182901,S182901 [TIE BAR NUT FOR ISE250] DATE,4/19/2024,2.00,0,0.00,815.00,03/15/2024,1630.0,00134576
1,N049364,N049364 [LADLE SHAFT] * DATE**,1/24/2018,2.00,0,0.00,1250.00,01/16/2018,2500.0,00036375
1,Y029536,Y029536 [KEY] DATE,9/19/2018,1.00,0,0.00,315.00,08/15/2018,315.0,00048046
1,9W306303,9W306303 [LINK PIN],,6.00,0,0.00,995.00,07/31/2017,13620.0,00027481
2,696V7101,696V7101 [LINK PIN BUSHING,,16.00,0,0.00,295.00,07/31/2017,13620.0,00027481
3,9X457905,9X457905 [BUSHING],,4.00,0,0.00,665.00,07/31/2017,13620.0,00027481
4,609T1801,609T1801 [KEY],,2.00,0,0.00,135.00,07/31/2017,13620.0,00027481
1,9W331104,9W331104 [GUIDE SHAFT DBS500~800MS],12/1/2017,2.00,0,0.00,2200.00,10/13/2017,4400.0,00031591
1,674W5301,674W5301 [PLUNGER ROD DC650RM] DATE,8/15/2025,3.00,0,0.00,1870.00,07/07/2025,5610.0,00156278
1,Y006966,Y006966 [SPACER] DATE,9/24/2019,1.00,0,0.00,985.00,08/27/2019,985.0,00066387
1,N063996,N063996 [ROD JOINT] DATE,10/11/2018,3.00,0,0.00,400.00,09/11/2018,1200.0,00049370
1,Y089908,Y089908 [LADLE PIN] DATE,8/9/2019,3.00,0,0.00,75.00,07/12/2019,225.0,00064437
1,695R1601,695R1601 [LOCK NUT] DATE,10/16/2023,5.00,0,0.00,47.50,09/06/2023,237.5,00125527
1,623T9801,623T9801 [PLUNGER ROD DC350CL-3] * DATE**,1/2/2018,2.00,0,0.00,950.00,12/18/2017,1900.0,00035052
1,363X1401,363X1401 [BUS,,2.00,0,0.00,1050.00,01/20/2020,9979.0,00073007
2,363X1402,363X1402 [BUS,,2.00,0,0.00,1000.00,01/20/2020,9979.0,00073007
3,8X20BS,8X20BS [BRASS,,96.00,0,0.00,2.75,01/20/2020,9979.0,00073007
4,N007950,N007950 [BRON,,2.00,0,0.00,1980.00,01/20/2020,9979.0,00073007
5,10X25BS,10X25BS [BRAS,,16.00,0,0.00,5.00,01/20/2020,9979.0,00073007
6,H323583,H323583 [INJEC,,1.00,0,0.00,1575.00,01/20/2020,9979.0,00073007
1,M8X385,M8X385 [ELECTRODE ROD Y102661] DATE,5/14/2024,2.00,0,0.00,25.00,05/06/2024,50.0,00137137
1,Y069318,Y069318 [PLUNGER ROD],9/6/2019,2.00,0,0.00,605.00,08/09/2019,1210.0,00065665
1,Y051343,Y051343 [SHAFT],,2.00,0,0.00,975.00,10/16/2019,4480.0,00069077
2,Y051345,Y051345 [SHAFT],,2.00,0,0.00,525.00,10/16/2019,4480.0,00069077
3,409V0301,409V0301 [BUSHING],,8.00,0,0.00,185.00,10/16/2019,4480.0,00069077
1,N086440,N086440 [POPPET DC3500CS],,,0,1.00,2250.00,09/30/2019,4175.0,00068369
2,N086441,N086441 [GUIDE DC3500CS,,,0,1.00,1925.00,09/30/2019,4175.0,00068369
1,4T123401,4T123401 [LADLE PIN] DATE OR SOONER,10/13/2017,4.00,0,0.00,63.00,09/13/2017,252.0,00030116
1,Y006291,Y006291 [SPROCKET] DATE,8/1/2023,2.00,0,0.00,395.00,06/26/2023,790.0,00122506
1,N13132G01,N13132G01 [INJECTION COUPLING] *DELIVERY; 6 WEEKS FROM PO DATE,6/28/2018,1.00,0,0.00,3475.00,05/17/2018,3475.0,00043311
1,408S4503,408S4503 [ HAND ],,1.00,0,0.00,585.00,10/12/2018,2160.0,00051067
2,408S4504,408S4504 [HAND],,1.00,0,0.00,585.00,10/12/2018,2160.0,00051067
3,408S4505,408S4505 [HAND],,1.00,0,0.00,495.00,10/12/2018,2160.0,00051067
4,408S4506,408S4506 [HAND],,1.00,0,0.00,495.00,10/12/2018,2160.0,00051067
1,Y084103,Y084103 [BUSHING] DATE,11/23/2020,2.00,0,0.00,135.00,11/16/2020,270.0,00085236
1,N066877,N066877 [INJECTION BUSHING] DATE,3/18/2024,1.00,0,0.00,2250.00,02/16/2024,2250.0,00133190
1,417T6701,417T6701 [SCREWED BUSHING DC3500CS] *DELIVERY; 6 WEEKS FROM PO DATE,1/30/2019,1.00,0,0.00,1279.00,12/19/2018,1279.0,00054679
1,611T1501,611T1501 [BUSHING] DATE,6/28/2018,1.00,0,0.00,1375.00,05/17/2018,1375.0,00043305
1,648T5201,648T5201 [KEEP PL,,5.00,0,0.00,85.00,07/12/2024,8220.0,00140156
2,6W299301,6W299301 [BOLT F,,2.00,0,0.00,60.00,07/12/2024,8220.0,00140156
3,H319551,H319551 [SEAT C2,,1.00,0,0.00,2500.00,07/12/2024,8220.0,00140156
4,N054085,N054085 [PISTON,,1.00,0,0.00,1250.00,07/12/2024,8220.0,00140156
5,N066878,N066878 [PISTON,,1.00,0,0.00,1350.00,07/12/2024,8220.0,00140156
6,N066879,N066879 [POPPET,,1.00,0,0.00,1950.00,07/12/2024,8220.0,00140156
7,Y074129,Y074129 [FLANGE,,1.00,0,0.00,625.00,07/12/2024,8220.0,00140156
