PO_Number,LineItem_ID,Part_Number,Description,Quantity,Unit_Price,Due_Date,Status
79096,1,673V1001,673V1001 [LINER DC500CL-T],2,1050.00,2020-07-27,Completed
79096,2,8X20BS,8X20BS [BRASS SCREWS],12,2.50,2020-07-21,Completed
79096,3,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],4,330.00,2020-07-21,Completed
40617,1,640R4901,640R4901 [SHAFT] ,1,775.00,2018-05-04,Completed
89365,1,N013391,N013391 [SHAFT FOR POUR ASS'Y],5,460.00,2021-03-30,Completed
149155,1,TMN0027,[LINK PIN 2 FOR EC310SX SXII SXIII],4,695.00,2025-03-21,Completed
144459,1,TML1035,TML1035 [SPLIT COLLAR 4A 4B 6Y 8Y ECSX] [NOZZLE TOUCH ROD ECSX I61 2445MM OAL],1,240.00,2024-11-22,Completed
144459,2,TMV0204,TMV0204 [NOZZLE TOUCH ROD],2,565.00,2024-11-22,Completed
85205,1,Y193537,Y193537 [DOG FOR SAFETY HOOK SHAFT N127433],1,225.00,2020-12-18,Completed
149169,1,656T5702,656T5702 [LOCK PLATE],2,215.00,2025-03-21,Completed
149169,2,Y069318,Y069318 [PLUNGER ROD],1,810.00,2025-03-21,Completed
61197,1,Y122752,Y122752 [KEY],1,100.00,2019-05-27,Completed
30455,1,611T0701,611T0701 [JOINT],2,175.00,2017-11-10,Completed
73578,1,N106850,N106850[POPPET,1,975.00,2020-03-12,Completed
73578,2,N106857,N106857[GUIDE],1,870.00,2020-03-12,Completed
73578,3,N071870,N071870 [PISTON ROD],1,780.00,2020-03-12,Completed
73578,4,H331160,H331160[SEAT],1,2625.00,2020-03-12,Completed
73578,5,N045969,N045969[POPPET],1,1575.00,2020-03-12,Completed
62475,1,609T2110,609T2110 [BUSHING],8,425.00,2019-07-09,Completed
62475,2,647W5604,647W5604 [SLIDE PLATE],8,250.00,2019-07-09,Completed
137448,1,680V5101,680V5101 [MAGNETIC HEAD HOLDER FOR DHS-T],1,100.00,2024-06-04,Completed
24346,1,Y157511,Y157511 [EJECTOR ROD],4,875.00,2017-06-26,Completed
139303,1,S536680,S536680 [CLAMP WEAR STRIP ISGT720 3523MM OAL],3,725.00,2024-08-05,Completed
79055,1,613T0503,613T0503 [SLEEVE],1,200.00,2020-06-15,Completed
153858,1,L707501,L707501 [TIE BAR ISGS310 2175MM OAL],4,5225.00,2025-06-20,Completed
153858,2,S463884,S463884 [TIE BAR NUT ISF310 ISGS310],8,710.00,2025-06-20,Completed
153858,3,TKR2040,TKR2040 [CLAMP WEAR STRIP EC ECN NII 310 390 2864 X 102MM],1,340.00,2025-06-20,Completed
137306,1,N073037,N073037 [SHAFT],1,1435.00,2024-06-14,Completed
25070,1,N015624,N015624 [PISTON DBS2500FG] SOONER,1,3800.00,2017-07-13,Completed
72896,1,N002730,N002730 [BRACKET],1,1315.00,2020-02-20,Completed
128540,1,N090092,N090092 [ EJECTOR ROD],2,1575.00,2023-12-13,Completed
23366,1,H39575G01,H39575G01[COUPLING],1,2780.00,2017-06-06,Completed
23366,2,N020124,N020124 [LINER FOR DC2500CS2],2,3450.00,2017-06-06,Completed
23366,3,Y027627,Y027627 [SLIDE PLATE FOR DC2500CS2],2,1250.00,2017-06-06,Completed
78410,1,2-1/2X2,2-1/2X2 [SCREWED BUSHING],2,125.00,2020-05-29,Completed
110974,1,S182901,S182901 [TIE BAR NUT FOR ISE250] S182901 [TIE BAR NUT FOR ISE250],2,775.00,2022-10-14,Completed
68165,1,N060285,N060285 [SHAFT FOR SAFETY HOOK ASSY DC800RM],2,695.00,2019-10-31,Completed
130326,1,309N9302,309N9302 [BUSHING F/LINK PIN 2 EC310SX SXII],4,450.00,2023-12-25,Completed
145961,1,TKF2027,TKF2027 [CLAMP WEAR STRIP EC45N],1,180.00,2024-12-27,Completed
45975,1,654V2701,654V2701 [FLANGE ( B )],2,450.00,2018-08-07,Completed
23428,1,4T448001,4T448001 [LEFT SCREW NUT SAME AS P/N 4T44801] SOONER,3,10.00,2017-05-31,Completed
157342,1,Y042157,Y042157 [CROSS HEAD BUSHING],6,475.00,2025-09-05,Completed
157342,2,Y152202,Y152202 [SLIDE PLATE DC350R- M],2,315.00,2025-09-05,Completed
122905,1,Y027663,Y027663 [FITTING],1,125.00,2023-08-11,Completed
122905,2,Y027664,Y027664 [FITTING HOLDER],1,365.00,2023-08-11,Completed
152574,1,Y037685,Y037685 [SLIDE BAR],4,875.00,2025-05-23,Completed
49140,1,9X975001,9X975001 [BRACKET FOR EXTRACTOR],1,1425.00,2018-10-04,Completed
110747,1,L698749,L698749 [PACKING RETAINER FOR INJECTION IS I59 I81],1,1175.00,2022-10-07,Completed
90635,1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2,405.00,2021-04-26,Completed
136780,1,Y033657,Y033657 [BLOCK],1,125.00,2024-05-07,Completed
146515,1,627R6901,627R6901 [SPACER],1,75.00,2025-01-10,Completed
116322,1,396W7701,396W7701 [ARM SHAFT FOR DTO650~800L],1,1380.00,2023-03-15,Completed
94321,1,Y006291,Y006291 [SPROCKET],3,375.00,2021-07-23,Completed
94321,2,Y006501,Y006501 [SPACER],3,85.00,2021-07-23,Completed
94321,3,Y089908,Y089908 [LADLE PIN],3,100.00,2021-07-23,Completed
94321,4,Y006298,Y006298 [BEACASE],1,295.00,2021-07-23,Completed
94321,5,Y006502,Y006502 [SPACER],3,105.00,2021-07-23,Completed
79097,1,H323581,H323581 [INJECTION BUSHING],1,1875.00,2020-07-14,Completed
142773,1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2,630.00,2024-10-18,Completed
142773,2,N044000,N044000 [HOOK],1,1565.00,2024-10-18,Completed
71144,1,Y006638,Y006638 [LOCK PLATE],4,45.00,2020-01-03,Completed
108493,1,N018904,N018904 [BRACKET],2,590.00,2022-08-10,Completed
108493,2,N053307,N053307 [BRACKET],2,110.00,2022-08-10,Completed
128025,1,Y092206,Y092206 [NUT FOR EJECTOR PISTON] ,1,375.00,2023-10-27,Completed
139128,1,N095900,N095900 [EJECTOR ARM],1,935.00,2024-07-26,Completed
68367,1,Y020058,Y020058 [P SQUARE KEY],1,55.00,2019-11-04,Completed
68367,2,Y033453,Y033453 [ADJUSTING SHAFT],1,635.00,2019-11-04,Completed
152945,1,CHG25098,CHG25098 [STOPPER] CHG25098 [STOPPER],1,515.00,2025-04-24,Completed
130130,1,N02912G01,N02912G01 [COOLING PIPE ASSEMBLY],2,525.00,2024-01-12,Completed
73009,1,469R8901,469R8901 [TIE BAR BUSHING DC1650CS2],7,2225.00,2020-03-02,Completed
55964,1,637R3501,637R3501 [SPROCKET],3,110.00,2019-02-25,Completed
114079,1,646T8002,646T8002 [FLANGED BUSHING],2,545.00,2023-01-06,Completed
23819,1,Y069318,Y069318 [PLUNGER ROD] ,4,565.00,2017-06-21,Completed
98725,1,Y006975,Y006975 [FLANGE],1,1275.00,2021-11-18,Completed
98725,2,N014109,N014109 [PISTON ROD],1,2445.00,2021-11-18,Completed
148706,1,647W6501,647W6501 [SLIDE PLATE DC500CL-HT / J / JMS / JMH / R / RM],6,450.00,2025-03-07,Completed
148706,2,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2,425.00,2025-03-07,Completed
66389,1,Y090189,[PLUNGER ROD],2,1375.00,2019-10-01,Completed
95567,1,655S3601,655S3601 [BLOCK],2,375.00,2021-08-26,Completed
33217,1,6S331801,6S331801 [SPROCKET FOR DTO650~800L],3,275.00,2017-12-08,Completed
33217,2,6S331803,6S331803 [SPROCKET FOR DTO650~800L],5,275.00,2017-12-08,Completed
138418,1,Y152202,Y152202 [SLIDE PLATE DC350R- M],2,315.00,2024-07-19,Completed
59780,1,N062581,N062581 [PLUG] ,2,575.00,2019-05-01,Completed
66216,1,685R1005,685R1005 [ELECTRODE ROD],1,80.00,2019-09-20,Completed
66216,2,685R1006,685R1006 [ELECTRODE ROD],1,90.00,2019-09-20,Completed
32647,1,Y006295,Y006295 [CAP] ,1,95.00,2017-12-04,Completed
139074,1,N066875,N066875[ BUSHING],1,2350.00,2024-07-26,Completed
98123,1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],4,275.00,2021-11-08,Completed
98123,2,647W5604,647W5604 [SLIDE PLATE DC250JMS],4,275.00,2021-11-02,Completed
58307,1,695R1601,695R1601 [LOCK NUT],1,47.50,2019-04-08,Completed
154515,1,30 HN,30 [HEX NUT],4,16.25,2025-07-04,Completed
91885,1,Y066882,Y066882 [ROLLER FOR SAFETY GATE],1,310.00,2021-05-25,Completed
91885,2,Y068388,Y068388 [SHAFT],3,275.00,2021-05-25,Completed
112226,1,Y200013,Y200013  [COUPLING REPAIR],1,398.00,2022-10-19,Completed
92426,1,654V2701,654V2701 [FLANGE ( B )],1,475.00,2021-06-17,Completed
109612,1,40X49,40X49 [ SHAFT SPACER ],1,32.00,2022-09-07,Completed
102747,1,N036470,N036470[GUIDE],1,895.00,2022-03-17,Completed
102747,2,N036471,N036471[PISTON ROD],1,1100.00,2022-03-17,Completed
102747,3,H313389,H313389[SEAT] ,1,3350.00,2022-03-17,Completed
104861,1,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],1,960.00,2022-05-06,Completed
104861,2,6S331301,6S331301 [GUIDE SHAFT] 45x28 [SHAFT SPACER],1,725.00,2022-05-06,Completed
104861,3,45X28,6S331301 [GUIDE SHAFT],1,35.00,2022-05-06,Completed
104861,4,6S331801,6S331801 [SPROCKET FOR DTO650~800L],2,275.00,2022-05-11,Completed
104861,5,6S331803,6S331803 [SPROCKET FOR DTO650~800L],2,275.00,2022-05-11,Completed
66996,1,Y032427,Y032427 [LINER DC350CL],2,975.00,2019-09-18,Completed
66996,2,8X30BS,8X30BS [BRASS BOLT],6,5.00,2019-09-18,Completed
158850,1,637R3402,637R3402 [SHAFT],2,795.00,2025-10-10,Completed
127048,1,N064799,N064799 [SHAFT],4,825.00,2023-10-27,Completed
80208,1,6T157701,6T157701 [BUSHING],4,1125.00,2020-08-20,Completed
115005,1,Y102636,Y102636 [BLOCK],2,125.00,2023-01-24,Completed
115005,2,Y102651,Y102651 [ELECTRODE ROD],2,55.00,2023-01-24,Completed
115005,3,Y102652,Y102652 [ELECTRODE ROD],2,55.00,2023-01-24,Completed
146475,1,H39575G01,H39575G01 [INJECTION COUPLING DC800JMS/RM ],1,2225.00,2025-01-17,Completed
159227,1,LMM0112,TIE BAR EC250SX ~ SXIII 3150MM OAL PO,1,6375.00,2025-11-14,Completed
127935,1,L589136,L589136 [EJECTOR CYLINDER PISTON ROD ISGT 720 950],1,1625.00,2023-12-11,Completed
123586,1,S453023,S453023 [WASHER],4,40.00,2023-08-25,Completed
123586,2,S453041,S453041 [PLATE],4,250.00,2023-08-25,Completed
123586,3,S453040,S453040 [ROD M12 37MM OAL],4,75.00,2023-08-25,Completed
123586,4,S543821,S543821 [SHAFT FOR SHUT OFF NOZZLE 65MM OAL],1,145.00,2023-08-25,Completed
123586,5,S543820,S543820 [PLATE],2,55.00,2023-08-25,Completed
123586,6,S543819,S543819 [BRACKET FOR SHUT OFF NOZZLE],4,425.00,2023-08-25,Completed
55362,1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] ,2,250.00,2019-02-06,Completed
44509,1,4T123401,4T123401 [LADLE PIN],2,63.00,2018-07-10,Completed
113323,1,H323582,H323582 [INJECTION BUSHING DC650JMS],1,1235.00,2022-12-16,Completed
113323,2,4V359601,4V359601 [SCREWED BUSHING DC500CLT],1,550.00,2022-12-16,Completed
113323,3,N057168,N057168 [LADLE ARM(SPECIAL FOR AHRESTY)],1,2125.00,2022-12-16,Completed
113323,4,6S331301,6S331301 [GUIDE SHAFT],2,725.00,2022-12-16,Completed
113323,5,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],2,960.00,2022-12-16,Completed
62280,1,4T123401,4T123401 [LADLE PIN],3,63.00,2019-06-27,Completed
147982,1,L459974,L459974 [BARREL END CAP 40MM 4A 5A 7Y],2,485.00,2025-02-28,Completed
133965,1,492V7804,492V7804 [COLLAR],4,75.00,2024-04-03,Completed
110616,1,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],9,2225.00,2022-10-12,Completed
138171,1,Y006501,Y006501 [SPACER],1,90.00,2024-06-14,Completed
142839,1,TMR0035,TMR0035 [SPLIT COLLAR ECSX U5 17A 17B],2,425.00,2024-10-18,Completed
75059,1,608R2201,608R2201 [LOCK PLATE],1,145.00,2020-04-02,Completed
75059,2,Y027663,Y027663 [FITTING],1,95.00,2020-04-02,Completed
41667,1,637R3601,637R3601 [SHAFT],3,775.00,2018-05-24,Completed
41673,1,Y047350,Y047350 [PISTON ROD],1,1075.00,2018-05-25,Completed
41673,2,Y055512,Y055512 [EJECTOR ROD],4,690.00,2018-05-25,Completed
41673,3,Y047349,Y047349 [CYLINDER HEAD],1,350.00,2018-05-25,Completed
51460,1,N066877,N066877 [INJECTION BUSHING] N066877 [INJECTION BUSHING],2,2145.00,2018-11-16,Completed
113647,1,408S3406,408S3406 [BUSHING FOR EJECTOR DC2500CS-2],1,355.00,2022-12-23,Completed
71940,1,469R8901,469R8901 [TIE BAR BUSHING DC1650CS2],1,2225.00,2020-01-30,Completed
43058,1,Y026322,Y026322 [CYLINDER JOINT],1,155.00,2018-06-12,Completed
43058,2,Y026323,Y026323 [CYLINDER RETAINER],1,235.00,2018-06-12,Completed
129295,1,Y006291,Y006291 [SPROCKET],1,395.00,2023-12-29,Completed
154256,1,S576705,S576705 [NUT FOR CLAMP M72X2 105MM X 23MM],1,355.00,2025-06-25,Completed
83297,1,Y047672,Y047672 [TIP DC800JM-S],1,73.00,2020-11-06,Completed
83297,2,Y047350,Y047350 [PISTON ROD],1,1075.00,2020-11-06,Completed
83297,3,N033940,N033940 [CYLINDER],1,1250.00,2020-11-06,Completed
106289,1,647W6502,647W6502 [SLIDE PLATE DC650JM-S],2,420.00,2022-06-10,Completed
106289,2,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2,330.00,2022-06-10,Completed
123747,1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],1,405.00,2023-08-25,Completed
57165,1,N045379,N045379 [PIPING JOINT],1,365.00,2019-03-11,Completed
90406,1,Y026322,Y026322 [CYLINDER JOINT],1,155.00,2021-04-20,Completed
90406,2,Y026323,Y026323 [CYLINDER RETAINER],1,235.00,2021-04-20,Completed
104267,1,478R1001,478R1001[LINK],2,390.00,2022-04-20,Completed
71834,1,Y021405,Y021405 [BUSHING],2,560.00,2020-01-21,Completed
71834,2,6R893601,6R893601[POPPET],1,2150.00,2020-01-21,Completed
71834,3,Y012556,Y012556 [GUIDE],1,1525.00,2020-01-21,Completed
71834,4,N066875,N066875[ BUSHING],1,2245.00,2020-01-21,Completed
26978,1,9W4210G02,9W4210G02 [COOLING PIPE] SOONER,2,335.00,2017-08-10,Completed
56247,1,6W511801,6W511801 [TURN ARRESTER DC350JMS] ,10,55.00,2019-02-22,Completed
35051,1,9X5163G01,9X5163G01 [COOLING PIPE ASSEMBLY] ,2,365.00,2018-01-16,Completed
130897,1,L707501,L707501 [TIE BAR ISGS310 2175MM OAL],1,5225.00,2024-03-01,Completed
130897,2,S463884,S463884 [TIE BAR NUT ISF310 ISGS310],1,725.00,2024-03-01,Completed
113900,1,N06709G01,N06709G01 [COOLING PIPE],4,550.00,2023-01-10,Completed
87807,1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T] ,6,47.50,2021-03-01,Completed
62135,1,Y157511,Y157511 [EJECTOR ROD],3,875.00,2019-06-25,Completed
30115,1,9W4210G02,9W4210G02 [COOLING PIPE] ,1,335.00,2017-10-13,Completed
122277,1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],4,390.00,2023-07-25,Completed
133193,1,N064799,N064799 [SHAFT] UPON PO RECEIPT,3,950.00,2024-04-01,Completed
33839,1,Y049502,Y049502 [FLANGED BUSHING] ,1,1900.00,2018-01-12,Completed
89369,1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2,275.00,2021-04-05,Completed
43460,1,625W1701,625W1701 [LINK PIN BUSHING],8,495.00,2018-07-02,Completed
74596,1,N036470,N036470[GUIDE],1,875.00,2020-04-07,Completed
74596,2,N036471,N036471[PISTON ROD],1,1100.00,2020-04-07,Completed
74596,3,N036472,N036472[POPPET],1,945.00,2020-04-07,Completed
74596,4,H313389,H313389[SEAT],1,3350.00,2020-04-07,Completed
145039,1,Y080798,Y080798 [DOOR ROLLER],8,290.00,2024-12-06,Completed
140627,1,N116120,N116120 [SEAL CASE],1,865.00,2024-08-30,Completed
92007,1,9X976004,9X976004 [ROD JOINT],2,385.00,2021-05-27,Completed
92007,2,4T448101,4T448101 [FEMALE SCREW ROD],4,44.00,2021-05-27,Completed
92007,3,614W1801,614W1801 [P SQUARE KEY],1,30.00,2021-05-27,Completed
92007,4,Y052733,Y052733 [SPACER],1,185.00,2021-05-27,Completed
92007,5,Y052734,Y052734 [CASE],1,175.00,2021-05-27,Completed
92007,6,Y067485,Y067485 [SPACER],1,100.00,2021-05-27,Completed
92007,7,4T123401,4T123401 [LADLE PIN],1,63.00,2021-05-27,Completed
104717,1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],1,405.00,2022-05-03,Completed
75105,1,4T123401,4T123401 [LADLE PIN],1,63.00,2020-04-03,Completed
45978,1,695T7101,695T7101 [LEFT TURN BUCKLE],1,59.00,2018-07-31,Completed
60520,1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2,515.00,2019-05-16,Completed
157398,1,TKL0053,TKL0053 [LINK PIN 1 EC180N NII],4,625.00,2025-09-03,Completed
157398,2,TKL0054,TKL0054 [LINK PIN 2 EC180N],4,390.00,2025-09-03,Completed
50391,1,647W6502,647W6502 [SLIDE PLATE DC650CL* 1995~],2,420.00,2018-10-25,Completed
42795,1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2,330.00,2018-06-06,Completed
147821,1,656T6002,656T6002 [CYLINDER JOINT],1,250.00,2025-02-21,Completed
66145,1,Y090189,[PLUNGER ROD] ,1,1375.00,2019-08-21,Completed
50390,1,8X20BS,8X20BS [BRASS SCREWS],24,2.50,2018-10-04,Completed
140197,1,N066880,N066880 [PISTON ROD C2G16 DC1650CS-2],1,695.00,2024-08-26,Completed
66150,1,613T0701,613T0701 [BUSHING],1,390.00,2019-09-18,Completed
69505,1,Y047350,Y047350 [PISTON ROD],1,1075.00,2019-11-28,Completed
47808,1,609T6501,609T6501 [GLAND PACKING] ,1,425.00,2018-09-07,Completed
45979,1,Y027627,Y027627 [SLIDE PLATE FOR DC2500CS2],2,1250.00,2018-08-07,Completed
45979,2,695T7002,695T7002 [LEFT HAND SCREW ROD],1,390.00,2018-08-07,Completed
79058,1,9X457905,9X457905 [BUSHING],4,665.00,2020-07-27,Completed
79058,2,9X457904,9X457904 [TIE BAR BUSHING],4,775.00,2020-07-27,Completed
113281,1,N090092,N090092 [ EJECTOR ROD],1,1575.00,2022-12-15,Completed
113281,2,492V7801,492V7801 [BUSHING],1,75.00,2022-12-15,Completed
113281,3,Y029537,Y029537 [EJECTOR BUSHING],1,525.00,2022-12-15,Completed
114288,1,6S331501,6S331501 [BEARING STOPPER],2,175.00,2023-01-12,Completed
142025,1,6R893601,6R893601[POPPET],2,2295.00,2024-10-11,Completed
106667,1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],1,405.00,2022-06-20,Completed
159363,1,8X24-DOWEL,8X24-DOWEL [PULL OUT DOWEL PIN 8X24],8,3.25,2025-10-17,Completed
159363,2,N090479,N090479[WELDMENT BRACKET],1,1395.00,2025-10-17,Completed
159363,3,N092806,N092806[WELDMENT BRACKET],1,925.00,2025-10-17,Completed
145038,1,Y006291,Y006291 [SPROCKET],1,425.00,2024-12-06,Completed
145038,2,Y012556,Y012556 [GUIDE],1,1525.00,2024-12-06,Completed
106115,1,647S0401,647S0401 [SHAFT SPACER],2,25.00,2022-06-03,Completed
159377,1,Y000970,Y000970 [SLIDE SHAFT],1,435.00,2025-09-16,Completed
159377,2,Y133687,Y133687 [SLIDE SHAFT],1,475.00,2025-09-16,Completed
56736,1,9X924605,9X924605 [TIE BAR BUSHING DC650JMS] ,8,875.00,2019-02-06,Completed
50347,1,9X924605,9X924605 [TIE BAR BUSHING DC650JMS],6,825.00,2018-10-24,Completed
113530,1,TKM0053,TKM0053 [LINK PIN 1 FOR ECN ECNII 220 240] TKM0053 [LINK PIN 1 FOR ECN ECNII 220 240],1,625.00,2022-12-23,Completed
43307,1,N066875,N066875[ BUSHING],1,2245.00,2018-06-28,Completed
43307,2,N066878,N066878 [PISTON ROD C2G16],1,1405.00,2018-06-28,Completed
89368,1,Y026063,Y026063 [ COVER ],1,45.00,2021-04-06,Completed
69788,1,N089679,N089679 [BUSHING] ,2,6295.00,2019-12-12,Completed
40381,1,6R670801,6R670801[SPROCKET],1,95.00,2018-05-01,Completed
40381,2,6R671201,6R671201[SPROCKET],1,371.00,2018-05-01,Completed
40381,3,6R671501,6R671501[SPROCKET],2,289.00,2018-05-01,Completed
36217,1,Y006502,Y006502 [SPACER],1,105.00,2018-02-13,Completed
36217,2,Y006291,Y006291 [SPROCKET],1,365.00,2018-02-13,Completed
36217,3,Y006298,Y006298 [BEACASE],2,295.00,2018-02-13,Completed
36217,4,Y006501,Y006501 [SPACER],1,74.00,2018-02-13,Completed
126776,1,HKF1010,HKF1010[HOPPER BLOCK EC45NII EC65NII i1],1,1395.00,2023-11-01,Completed
113901,1,6T513701,6T513701 [FLANGED BUSHING],4,945.00,2023-01-10,Completed
143850,1,LFB-5060,LFB-5060 [BUSHING TMJ 728A65060],2,110.00,2024-11-11,Completed
98926,1,Y092208,Y092208 [GUIDE BAR],2,545.00,2021-11-25,Completed
98926,2,Y092205,Y092205 [ AUXILARY GUIDE BAR ],1,515.00,2021-11-25,Completed
125525,1,Y132909,Y132909 [DOOR ROLLER],11,225.00,2023-09-21,Completed
61415,1,Y095822,Y095822 [SHAFT],1,695.00,2019-06-07,Completed
117597,1,Y026322,Y026322 [CYLINDER JOINT],1,155.00,2023-04-13,Completed
65667,1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],4,365.00,2019-09-06,Completed
137135,1,Y006291,Y006291 [SPROCKET],2,395.00,2024-06-11,Completed
137135,2,Y006502,Y006502 [SPACER],3,120.00,2024-06-11,Completed
137135,4,Y090016,Y090016 [GUIDE],1,460.00,2024-06-11,Completed
56246,1,N066877,N066877 [INJECTION BUSHING] ,2,2145.00,2019-02-22,Completed
121970,1,640R4901,640R4901 [SHAFT],1,815.00,2023-07-19,Completed
69920,1,Y029534,Y029534 [BLOCK],4,210.00,2019-12-06,Completed
69920,2,N020153,N020153 [CYLINDER],1,1100.00,2019-12-06,Completed
142569,1,CHG24215, CHG24215 [TIE BAR NUT WRENCH],2,360.00,2024-10-14,Completed
136377,1,TKM0005,TKM0005 [IDLER SHAFT EC220N],1,275.00,2024-05-28,Completed
63376,1,Y006298,Y006298 [BEACASE],2,295.00,2019-07-22,Completed
63376,2,Y006502,Y006502 [SPACER],1,105.00,2019-07-22,Completed
137055,1,603S8303,603S8303 [JOINT FOR SPRAYER DC500JMS],1,320.00,2024-06-10,Completed
116925,1,S486145,S486145 [TIE BAR NUT ISGS610] S486145 [TIE BAR NUT ISGS610],4,795.00,2023-05-01,Completed
60119,1,647W6503,647W6503 [SLIDE PLATE ],2,390.00,2019-05-07,Completed
60119,2,647W6502,647W6502 [SLIDE PLATE DC650CL* 1995~],4,420.00,2019-05-07,Completed
110415,1,S536630,S536630 [INJECTION GUIDE ROD FOR ISG I59] S536630 [INJECTION GUIDE ROD FOR ISG I59],2,697.50,2022-09-21,Completed
96102,1,637R3501,637R3501 [SPROCKET],2,125.00,2021-09-08,Completed
96102,2,695R1601,695R1601 [LOCK NUT],2,47.50,2021-09-13,Completed
96102,3,611V6701,611V6701 [SAME AS Y102648 ELECTRODE PROBE],2,85.00,2021-09-08,Completed
141128,1,Y003999,Y003999 [SPROCKET],4,135.00,2024-09-16,Completed
141128,2,Y078747,Y078747 [STOPPER],2,290.00,2024-09-10,Completed
141128,3,Y078748,Y078748 [NUT],2,50.00,2024-09-10,Completed
141128,4,Y078749,Y078749 [BUSHING],2,125.00,2024-09-10,Completed
127285,1,Y006969,Y006969 [SHAFT FOR NUT CLAMP],2,785.00,2023-10-13,Completed
41672,1,N033940,N033940 [CYLINDER],1,1250.00,2018-05-25,Completed
69698,1,N095900,N095900 [EJECTOR ARM],1,815.00,2019-11-26,Completed
112558,1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2,405.00,2022-11-28,Completed
35695,1,9W4210G04,9W4210G04 [COOLING PIPE ASSY] 9W4210G04 [COOLING PIPE ASSY],2,355.00,2018-02-02,Completed
121186,1,N02477G03,N02477G03 [GUIDE SHAFT],4,1550.00,2023-06-30,Completed
113652,1,469R8601,469R8601 [SCREWED BUSHING],2,795.00,2022-12-30,Completed
113652,2,478R7201,478R7201[BUSHING],2,625.00,2022-12-30,Completed
154519,1,L708101,L708101 [TIE BAR FOR ISGS 610 3258 X 145MM],1,8450.00,2025-08-08,Completed
106908,1,609T6503,609T6503 [GLAND PACKING],1,415.00,2022-06-24,Completed
60441,1,Y089908,Y089908 [LADLE PIN],3,100.00,2019-05-14,Completed
142838,1,TMR0035,TMR0035 [SPLIT COLLAR ECSX U5 17A 17B] ,1,550.00,2024-10-28,Completed
27078,1,4T122501,4T122501 [RIGHT SCREW BOLT] ,1,45.00,2017-08-21,Completed
125135,1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],1,425.00,2023-10-03,Completed
125135,2,9X5163G02,9X5163G02 [COOLING PIPE ASSY],1,415.00,2023-10-03,Completed
125135,3,Y069318,Y069318 [PLUNGER ROD],1,725.00,2023-10-03,Completed
63612,1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2,330.00,2019-07-24,Completed
65505,1,382S4906,382S4906 [STOPPER],1,455.00,2019-09-04,Completed
22896,1,9W331301,9W331301 [COVER FOR DC500J- MS],1,325.00,2017-06-05,Completed
22896,2,Y028068,Y028068 [STOPPER DBS350MSH2],1,415.00,2017-06-05,Completed
31140,1,9X979601,9X979601[SHOT ARM ADAPTER],3,815.00,2017-11-17,Completed
31140,2,637R4101,637R4101 [BUSHING],1,275.00,2017-11-17,Completed
138170,1,Y006291,Y006291 [SPROCKET],1,395.00,2024-07-05,Completed
138170,2,Y006298,Y006298 [BEACASE],2,325.00,2024-07-05,Completed
138170,3,Y006502,Y006502 [SPACER],1,120.00,2024-07-05,Completed
45819,1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] 647W5603 [SLIDE PLATE FOR DC350J],4,250.00,2018-07-27,Completed
31626,1,Y118308,Y118308 [RAIL],6,525.00,2017-12-11,Completed
31626,2,Y115499,Y115499 [ROLLER],24,275.00,2017-12-11,Completed
112000,1,N045969,N045969[POPPET],2,1575.00,2022-11-14,Completed
36808,1,9W4210G02,9W4210G02 [COOLING PIPE] ,2,335.00,2018-02-14,Completed
27905,1,N062738,N062738 [SLEEVE],1,3300.00,2017-09-11,Completed
64828,1,Y020020,Y020020 [SHAFT],1,405.00,2019-08-06,Completed
62281,1,3T987501,3T987501[30mm Long],2,685.00,2019-07-04,Completed
62281,2,408S4503,408S4503 [ HAND ],2,585.00,2019-07-04,Completed
62281,3,408S4504,408S4504 [HAND],2,585.00,2019-07-04,Completed
118539,1,S605148,S605148 [COLLAR FOR ISGN 10B] S605148 [COLLAR FOR ISGN 10B],1,205.00,2023-05-02,Completed
136834,1,N01160G02,N01160G02 [COOLING PIPE],4,545.00,2024-06-05,Completed
115035,1,4T123801,4T123801 [LEFT SCREW NUT],6,7.50,2023-02-08,Completed
